GeneID	UniprotID	Gene_Name	Reviewed	Length
80071	Q0P6D6	CCDC15	reviewed	951
64881	Q8N6Y1;B3KSZ7	PCDH20;PCDH13;-	reviewed;unreviewed	951;697
6433	Q12872;Q8IV81	SFSWAP;SFRS8;SWAP;SFRS8	reviewed;unreviewed	951;547
134430	Q8NI36	WDR36	reviewed	951
114876	B3KU11;B0YJ56;Q9BXW6;Q6GSK5	-;OSBPL1A;OSBPL1A;ORP1;OSBP8;OSBPL1;OSBPL1B;OSBPL1A	unreviewed;unreviewed;reviewed;unreviewed	950;950;950;437
140876	B7Z5S0;A0A499FJE4;Q96MK2;B7Z3F0	-;RIPOR3;RIPOR3;C20orf175;C20orf176;FAM65C;-	unreviewed;unreviewed;reviewed;unreviewed	950;950;946;657
170689	Q8TE58	ADAMTS15	reviewed	950
151887	Q76M96	CCDC80;DRO1;URB	reviewed	950
283455	Q6VAB6;E9PB13	KSR2;KSR2	reviewed;unreviewed	950;921
56147	Q9Y5I3	PCDHA1	reviewed	950
56136	Q9Y5I0	PCDHA13;CNRS5	reviewed	950
56145	Q9Y5H8	PCDHA3	reviewed	950
56142	Q9UN73	PCDHA6;CNRS2	reviewed	950
56140	Q9Y5H6	PCDHA8	reviewed	950
9752	Q9Y5H5	PCDHA9;KIAA0345	reviewed	950
9989	Q8TF05	PPP4R1;MEG1;PP4R1	reviewed	950
22803	Q9H0D6;B4DZC3	XRN2;-	reviewed;unreviewed	950;896
162	Q10567	AP1B1;ADTB1;BAM22;CLAPB2	reviewed	949
100526835	V9GXZ4;Q59H18	FPGT-TNNI3K;TNNI3K;CARK	unreviewed;reviewed	949;835
2897	E7ENK3;E7EPY9;B7Z3V7;E9PD61;P39086;E7EPZ0;B7Z256	GRIK1;GRIK1;-;GRIK1;GRIK1;GLUR5;GRIK1;-	unreviewed;unreviewed;unreviewed;unreviewed;reviewed;unreviewed;unreviewed	949;934;920;920;918;903;748
84163	Q86UP8	GTF2IRD2;GTF2IRD2A	reviewed	949
389524	Q6EKJ0	GTF2IRD2B	reviewed	949
79812	Q9H8L6	MMRN2;EMILIN3	reviewed	949
56138	Q9Y5I1	PCDHA11;CNRS7	reviewed	949
23174	Q8WYQ9	ZCCHC14;KIAA0579	reviewed	949
285331	A2RUB6	CCDC66	reviewed	948
80267	A0A8J8YX80;Q9BZQ6	EDEM3;EDEM3;C1orf22	unreviewed;reviewed	948;932
56139	Q9Y5I2	PCDHA10;CNRS8	reviewed	948
56146	Q9Y5H9	PCDHA2	reviewed	948
9678	O94880;B4DG57	PHF14;KIAA0783;PHF14	reviewed;unreviewed	948;603
23144	Q8IXZ2	ZC3H3;KIAA0150;SMICL;ZC3HDC3	reviewed	948
676	Q58F21	BRDT	reviewed	947
9020	Q99558;Q68D39	MAP3K14;NIK;DKFZp686J04131	reviewed;unreviewed	947;433
56144	Q9UN74;Q59H34	PCDHA4;-	reviewed;unreviewed	947;921
387104	Q5TF21;A5PLQ8	SOGA3;C6orf174;C6orf174	reviewed;unreviewed	947;658
10795	Q14587;Q2TB61;A0A075B6T9;F5H7L3;K7EQP6;F5H670;F5H1T2	ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268	reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	947;947;193;167;126;100;68
393	P98171	ARHGAP4;KIAA0131;RGC1;RHOGAP4	reviewed	946
9914	O75185;B3KR57	ATP2C2;KIAA0703;SPCA2;-	reviewed;unreviewed	946;795
3698	P19823	ITIH2;IGHEP2	reviewed	946
3707	P27987;B2R9J0	ITPKB;-	reviewed;unreviewed	946;472
57231	Q9Y5W7;A0A804HJ91	SNX14;SNX14	reviewed;unreviewed	946;893
8165	B4DN86;A0A140VK05;Q92667	-;-;AKAP1;AKAP149;PRKA1	unreviewed;unreviewed;reviewed	945;903;903
219699	Q8IZJ1	UNC5B;P53RDL1;UNC5H2	reviewed	945
89	B4DZQ2;A0A087WSZ2;Q08043	-;ACTN3;ACTN3	unreviewed;unreviewed;reviewed	944;944;901
23193	Q14697;V9HWJ0;B4DZ53;E9PKU7;B4DSM6;F5H6X6;B4DIW2	GANAB;G2AN;KIAA0088;HEL-S-164nA;-;GANAB;-;GANAB;-	reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	944;944;852;852;847;847;830
56097	Q9Y5F6	PCDHGC5	reviewed	944
80209	Q86XN7	PROSER1;C13orf23;KIAA2032	reviewed	944
55898	Q9H3U1	UNC45A;SMAP1	reviewed	944
1060	Q03188	CENPC;CENPC1;ICEN7	reviewed	943
9635	Q9UQC9	CLCA2;CACC3	reviewed	943
4772	O95644;A8K9C6;B4DER8;F5H4S8	NFATC1;NFAT2;NFATC;-;-;NFATC1	reviewed;unreviewed;unreviewed;unreviewed	943;716;471;471
4920	Q01974	ROR2;NTRKR2	reviewed	943
10885	Q9UNX4;Q5TDG3	WDR3;WDR3	reviewed;unreviewed	943;943
1609	A0A140VKC1;P52824;Q59FF7	-;DGKQ;DAGK4;-	unreviewed;reviewed;unreviewed	942;942;885
8816	Q96JK2;Q8TBB7	DCAF5;BCRG2;KIAA1824;WDR22;DCAF5;WDR22	reviewed;unreviewed	942;326
27152	Q9ULD6	INTU;KIAA1284;PDZD6;PDZK6	reviewed	942
80760	C9J2H1;Q86UX2;A0A096LP62;G5E9D8;Q96JW9	ITIH5;ITIH5;KIAA1953;ITIH5;ITIH5;-	unreviewed;reviewed;unreviewed;unreviewed;unreviewed	942;942;728;702;397
135112	Q8NI08;B3KXK4;Q8N3C8;H0Y5F6	NCOA7;ERAP140;ESNA1;-;DKFZp761B2210;NCOA7	reviewed;unreviewed;unreviewed;unreviewed	942;931;861;219
5585	Q16512	PKN1;PAK1;PKN;PRK1;PRKCL1	reviewed	942
23032	Q8TEY7	USP33;KIAA1097;VDU1	reviewed	942
56987	A8K6U2;Q8WY36	-;BBX;HBP2	unreviewed;reviewed	941;941
339829	Q9UFE4	CCDC39	reviewed	941
79846	A5D8W1	CFAP69;C7orf63	reviewed	941
51752	Q9NZ08	ERAP1;APPILS;ARTS1;KIAA0525	reviewed	941
9568	H9NIL8;O75899	GABBR2;GABBR2;GPR51;GPRC3B	unreviewed;reviewed	941;941
80853	Q6ZMT4	KDM7A;JHDM1D;KDM7;KIAA1718	reviewed	941
56137	Q9UN75	PCDHA12	reviewed	941
5138	O00408;Q8IW54	PDE2A;PDE2A	reviewed;unreviewed	941;941
24148	O94906	PRPF6;C20orf14	reviewed	941
55823	A0A087WXL6;Q9H270;B7Z879	VPS11;VPS11;RNF108;VPS11	unreviewed;reviewed;unreviewed	941;941;931
11227	Q7Z7M9	GALNT5	reviewed	940
5514	Q96QC0;Q2L6I0	PPP1R10;CAT53;FB19;PNUTS;PPP1R10;FB19	reviewed;unreviewed	940;940
56159	Q8IYF3	TEX11;ZIP4	reviewed	940
7508	X5DRB1;Q01831	XPC;XPC;XPCC	unreviewed;reviewed	940;940
161	O94973	AP2A2;ADTAB;CLAPA2;HIP9;HYPJ;KIAA0899	reviewed	939
23515	Q4VBZ9;Q14149;B4DHJ4	MORC3;MORC3;KIAA0136;NXP2;ZCWCC3;-	unreviewed;reviewed;unreviewed	939;939;868
23217	Q9UPR6	ZFR2;KIAA1086	reviewed	939
23141	Q86XL3	ANKLE2;KIAA0692;LEM4	reviewed	938
11325	Q86XP3	DDX42	reviewed	938
2902	Q05586;Q5VSF9;Q59GW0	GRIN1;NMDAR1;GRIN1;-	reviewed;unreviewed;unreviewed	938;922;663
8821	E7EQN9;O15327	INPP4B;INPP4B	unreviewed;reviewed	938;924
93649	Q8IZQ8	MYOCD;MYCD	reviewed	938
56098	Q9Y5F7	PCDHGC4	reviewed	938
51306	A0A8I5KSB9;A0A2X0SG06;Q9NYF5	FAM13B;FAM13B;FAM13B;C5orf5;FAM13B1	unreviewed;unreviewed;reviewed	937;915;915
79710	Q8TE76;B4DTP6	MORC4;ZCW4;ZCWCC2;-	reviewed;unreviewed	937;808
56141	Q9UN72	PCDHA7;CNRS4	reviewed	937
4919	Q01973	ROR1;NTRKR1	reviewed	937
140775	Q8TEV9	SMCR8	reviewed	937
84133	A0A024R1J1;Q9ULT6	-;ZNRF3;KIAA1133;RNF203	unreviewed;reviewed	936;936
54812	Q6ULP2;Q53GW0	AFTPH;AFTH;-	reviewed;unreviewed	936;909
57577	Q8NCU4	CCDC191;KIAA1407	reviewed	936
4438	O15457	MSH4	reviewed	936
56143	Q9Y5H7	PCDHA5;CNRS6	reviewed	936
56106	Q9Y5H3	PCDHGA10	reviewed	936
162962	Q6ZNA1	ZNF836	reviewed	936
3700	B7ZKJ8;B2RMS9;Q14624	ITIH4;ITIH4;ITIH4;IHRP;ITIHL1;PK120	unreviewed;unreviewed;reviewed	935;930;930
4522	P11586	MTHFD1;MTHFC;MTHFD	reviewed	935
56105	Q9Y5H2	PCDHGA11	reviewed	935
729	P13671	C6	reviewed	934
4436	P43246;A0A2R8Y6P0	MSH2;MSH2	reviewed;unreviewed	934;924
114880	Q9BZF3	OSBPL6;ORP6	reviewed	934
5098	Q9UN70;Q9BR81	PCDHGC3;PCDH2;PCDHGC3	reviewed;unreviewed	934;134
84498	B4DSS4;F5GY05;B4DG54;A0A0D9SEJ5;Q96EK7	-;FAM120B;-;FAM120B;FAM120B;CCPG;KIAA1838	unreviewed;unreviewed;unreviewed;unreviewed;reviewed	933;933;922;922;910
50636	Q6IWH7	ANO7;NGEP;PCANAP5;TMEM16G	reviewed	933
64067	X5D2Q4;Q8IXF0;X5D988;X5D7M0	NPAS3;NPAS3;BHLHE12;MOP6;PASD6;NPAS3;NPAS3	unreviewed;reviewed;unreviewed;unreviewed	933;933;903;900
50940	Q9HCR9	PDE11A	reviewed	933
5241	P06401	PGR;NR3C3	reviewed	933
5338	O14939	PLD2	reviewed	933
55681	A0A0U1RQQ9;Q6P3W7	SCYL2;SCYL2;CVAK104;KIAA1360	unreviewed;reviewed	933;929
7173	P07202;Q502Y3;Q6P534	TPO;TPO;TPO	reviewed;unreviewed;unreviewed	933;933;174
56479	Q9NR82	KCNQ5	reviewed	932
26025	O60330	PCDHGA12;CDH21;FIB3;KIAA0588	reviewed	932
56113	Q9Y5H1	PCDHGA2	reviewed	932
56112	Q9Y5H0	PCDHGA3	reviewed	932
56109	Q9Y5G7	PCDHGA6	reviewed	932
56108	Q9Y5G6	PCDHGA7	reviewed	932
9708	Q9Y5G5	PCDHGA8;KIAA0327	reviewed	932
56107	Q9Y5G4	PCDHGA9	reviewed	932
5378	P54277;B4DIH7;B7ZAA0;I6L9H5;Q3BDU3;E9PC40;Q5XG96	PMS1;PMSL1;-;PMS1;PMS1;PMS1;PMS1;PMS1	reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	932;756;756;669;659;181;165
10137	Q9NTZ6	RBM12;KIAA0765	reviewed	932
8633	A8K385;O95185	-;UNC5C;UNC5H3	unreviewed;reviewed	931;931
9731	A0A6Q8PHR0;O60308;A0A6Q8PGB3;A0A6Q8PFR4	CEP104;CEP104;KIAA0562;CEP104;CEP104	unreviewed;reviewed;unreviewed;unreviewed	931;925;867;859
8828	Q7Z3T9;O60462	DKFZp686J1169;NRP2;VEGF165R2	unreviewed;reviewed	931;931
55094	Q9BRR8	GPATCH1;ECGP;GPATC1	reviewed	931
56114	Q9Y5H4	PCDHGA1	reviewed	931
56110	Q9Y5G8	PCDHGA5	reviewed	931
56103	Q9Y5G2	PCDHGB2	reviewed	931
7225	Q9Y210	TRPC6;TRP6	reviewed	931
146862	Q8IWX7	UNC45B;CMYA4;UNC45	reviewed	931
55665	Q8TCY9;B2RAT5;A0A024RA74;B7Z7T1	URGCP;KIAA1507;URG4;-;URG4;-	reviewed;unreviewed;unreviewed;unreviewed	931;922;922;888
11096	Q9UNA0	ADAMTS5;ADAMTS11;ADMP2	reviewed	930
56100	Q9Y5F9	PCDHGB6	reviewed	930
10500	Q9H3T2	SEMA6C;KIAA1869;SEMAY	reviewed	930
25778	Q6XUX3	DSTYK;KIAA0472;RIP5;RIPK5;SGK496	reviewed	929
2187	A0A8Q3WL66;Q8NB91;A0A024RBW1;C9J5X9	FANCB;FANCB;FANCB;FANCB	unreviewed;reviewed;unreviewed;unreviewed	929;859;859;832
56102	Q9Y5G1	PCDHGB3	reviewed	929
56099	Q9Y5F8	PCDHGB7	reviewed	929
11346	Q8N3V7	SYNPO;KIAA1029	reviewed	929
83860	Q5VWG9	TAF3	reviewed	929
54881	Q9NXF1;A0A024R169	TEX10;TEX10	reviewed;unreviewed	929;929
54828	Q9H6U6;K7ESE9;Q05D99	BCAS3;BCAS3;BCAS3	reviewed;unreviewed;unreviewed	928;699;389
163259	Q68D51	DENND2C	reviewed	928
8525	Q13574	DGKZ;DAGK6	reviewed	928
116496	Q9BZQ8	NIBAN1;C1orf24;FAM129A;NIBAN	reviewed	928
5925	P06400;A0A024RDV3	RB1;RB1	reviewed;unreviewed	928;928
222546	Q8HWS3	RFX6;RFXDC1	reviewed	928
55357	Q9BYX2;A0A024R166	TBC1D2;PARIS1;PP8997;TBC1D2A;TBC1D2	reviewed;unreviewed	928;468
80204	Q86XK2;A0A804HK63	FBXO11;FBX11;PRMT9;VIT1;FBXO11	reviewed;unreviewed	927;870
57704	Q9HCG7	GBA2;KIAA1605;SPG46	reviewed	927
56104	Q9Y5G3	PCDHGB1	reviewed	927
8495	A0A804HKA2;Q8ND30	PPFIBP2;PPFIBP2	unreviewed;reviewed	927;876
6547	P57103;B3KU59	SLC8A3;NCX3;-	reviewed;unreviewed	927;284
10157	Q9UDR5;A4D0W4	AASS;AASS	reviewed;unreviewed	926;926
8573	O14936;A0A2R8YE77;A0A7I2RJN6;A0A2R8Y6F8	CASK;LIN2;CASK;CASK;CASK	reviewed;unreviewed;unreviewed;unreviewed	926;920;903;700
10595	A5YM65;Q76MJ5;E7ETG2;A5YM46	ERN2;ERN2;IRE2;ERN2;ERN2	unreviewed;reviewed;unreviewed;unreviewed	926;926;874;874
54465	Q9NY74	ETAA1;ETAA16	reviewed	926
222545	Q5T6X5	GPRC6A	reviewed	926
146212	Q17RG1	KCTD19	reviewed	926
161725	Q8TE49	OTUD7A;C15orf16;CEZANNE2;OTUD7	reviewed	926
5775	P29074	PTPN4	reviewed	926
23235	Q9H0K1;A0A024R3G7	SIK2;KIAA0781;QIK;SNF1LK2;SNF1LK2	reviewed;unreviewed	926;926
6674	Q07617	SPAG1	reviewed	926
56977	Q9P2F5	STOX2;KIAA1392	reviewed	926
4168	B2R9S6;P10911	-;MCF2;DBL	unreviewed;reviewed	925;925
79585	P57737	CORO7	reviewed	925
5167	P22413	ENPP1;M6S1;NPPS;PC1;PDNP1	reviewed	925
4773	Q13469;B5B2P4	NFATC2;NFAT1;NFATP;NFATC2	reviewed;unreviewed	925;706
57122	P57740	NUP107	reviewed	925
23586	O95786	RIGI;DDX58	reviewed	925
285973	Q674R7	ATG9B;APG9L2;NOS3AS	reviewed	924
55770	A0A024QZT2;Q96KP1	EXOC2;EXOC2;SEC5;SEC5L1	unreviewed;reviewed	924;924
7087	Q9UMF0;Q8N6I2	ICAM5;TLCN;TLN;ICAM5	reviewed;unreviewed	924;812
9520	A0A7I2V3W8;P55786;B7Z899;E9PLK3	NPEPPS;NPEPPS;PSA;-;NPEPPS	unreviewed;reviewed;unreviewed;unreviewed	924;919;915;915
23329	Q9Y2I9;F8VZ81	TBC1D30;KIAA0984;TBC1D30	reviewed;unreviewed	924;647
54476	A8K8N1;Q9NWF9	-;RNF216;TRIAD3;UBCE7IP1;ZIN	unreviewed;reviewed	923;866
160428	B4DTU7;Q3SY69	-;ALDH1L2	unreviewed;reviewed	923;923
26470	B7Z5L4;A0A087WYL5;Q6UXD5;A0A0A8K8P7	-;SEZ6L2;SEZ6L2;PSK;PSK-1	unreviewed;unreviewed;reviewed;unreviewed	923;923;910;853
57805	Q8N163	CCAR2;DBC1;KIAA1967	reviewed	923
8829	Q68DN3;O14786;A8K9V7;Q6X907;Q59F20;Q6AWA9	DKFZp781F1414;NRP1;NRP;VEGF165R;-;NRP1;-;DKFZp686A03134	unreviewed;reviewed;unreviewed;unreviewed;unreviewed;unreviewed	923;923;917;906;890;538
3101	P52790;A0A024R7R1	HK3;HK3	reviewed;unreviewed	923;923
8844	Q8IVT5	KSR1;KSR	reviewed	923
8641	Q9UN71	PCDHGB4;CDH20;FIB2	reviewed	923
56101	Q9Y5G0	PCDHGB5	reviewed	923
10411	O95398;Q99777	RAPGEF3;CGEF1;EPAC;EPAC1;-	reviewed;unreviewed	923;133
23534	A0A024R794;Q9Y5L0;B3KMX1	TNPO3;TNPO3;IPO12;-	unreviewed;reviewed;unreviewed	923;923;480
388960	A6NCI8	C2orf78	reviewed	922
284418	Q8N5Q1	GARIN5B;C19orf16;FAM71E2	reviewed	922
2917	B9EGG9;B2R693;Q14831;Q59G95	GRM7;-;GRM7;GPRC1G;MGLUR7;-	unreviewed;unreviewed;reviewed;unreviewed	922;915;915;656
80055	Q75T13	PGAP1	reviewed	922
57663	Q9HBJ7	USP29	reviewed	922
11059	Q9H0M0	WWP1	reviewed	922
4547	B7Z7X3;P55157;E9PBP6	-;MTTP;MTP;MTTP	unreviewed;reviewed;unreviewed	921;894;811
1297	P20849	COL9A1	reviewed	921
57488	A0FGR8	ESYT2;FAM62B;KIAA1228	reviewed	921
6543	Q9UPR5	SLC8A2;KIAA1087;NCX2	reviewed	921
9747	Q9Y4C2;B4DST7	TCAF1;FAM115A;KIAA0738;-	reviewed;unreviewed	921;497
7222	Q13507	TRPC3;TRP3	reviewed	921
367	P10275;G4VV16;A0A087WUX9;Q9NUA2;F1D8N5	AR;DHTR;NR3C4;AR8;AR;-;NR3C4	reviewed;unreviewed;unreviewed;unreviewed;unreviewed	920;573;572;539;388
9774	Q9NYF8	BCLAF1;BTF;KIAA0164	reviewed	920
85377	A0A7P0T9P2;B0QY91;Q8N3F8	MICALL1;MICALL1;MICALL1;KIAA1668;MIRAB13	unreviewed;unreviewed;reviewed	920;872;863
5587	F8WBA3;Q15139	PRKD1;PRKD1;PKD;PKD1;PRKCM	unreviewed;reviewed	920;912
8170	Q15849	SLC14A2;HUT2;UT2	reviewed	920
83637	Q8NF64;E7EWM3	ZMIZ2;KIAA1886;ZIMP7;ZMIZ2	reviewed;unreviewed	920;888
2137	A0A384NPY9;O43909	-;EXTL3;EXTL1L;EXTR1;KIAA0519	unreviewed;reviewed	919;919
22802	Q14CN2	CLCA4;CaCC2	reviewed	919
780	A0A024RCJ0;A0A024RCL1;Q08345;A0A024RCQ1;A0A0A0MSX3;Q96T62;Q96T61	DDR1;DDR1;DDR1;CAK;EDDR1;NEP;NTRK4;PTK3A;RTK6;TRKE;DDR1;DDR1;DDR1;DDR1	unreviewed;unreviewed;reviewed;unreviewed;unreviewed;unreviewed;unreviewed	919;913;913;876;767;82;62
55526	Q96HY7	DHTKD1;KIAA1630	reviewed	919
2899	Q13003	GRIK3;GLUR7	reviewed	919
3978	P18858;B4DM52;F5GZ28	LIG1;-;LIG1	reviewed;unreviewed;unreviewed	919;851;851
22877	Q9HAP2	MLXIP;BHLHE36;KIAA0867;MIR;MONDOA	reviewed	919
5822	Q15269	PWP2;PWP2H	reviewed	919
9627	Q9Y6H5;B7Z995;B7Z616;Q6L983;Q6L981	SNCAIP;-;-;SNCAIP;SNCAIP	reviewed;unreviewed;unreviewed;unreviewed;unreviewed	919;521;477;113;88
285966	A6NFQ2	TCAF2;FAM115C;FAM139A	reviewed	919
27134	O95049	TJP3;ZO3	reviewed	919
22911	O94967	WDR47;KIAA0893	reviewed	919
1757	A8K596;Q9UL12	-;SARDH;DMGDHL1	unreviewed;reviewed	918;918
11095	Q5FWF1;Q9UP79	ADAMTS8;ADAMTS8;METH2	unreviewed;reviewed	918;889
3572	P40189;Q17RA0;A0A0A0N0L2	IL6ST;IL6ST;IL6ST	reviewed;unreviewed;unreviewed	918;918;857
3619	Q9NQS7	INCENP	reviewed	918
1741	Q59FY1;Q92796	-;DLG3;KIAA1232	unreviewed;reviewed	917;817
256364	B4DL97;B7WPE2;Q32P44	-;EML3;EML3	unreviewed;unreviewed;reviewed	917;897;896
80201	B3KT70;Q2TB90	-;HKDC1	unreviewed;reviewed	917;917
342850	A6NC57	ANKRD62	reviewed	917
3099	P52789	HK2	reviewed	917
8439	Q92636	NSMAF;FAN	reviewed	917
94104	Q9Y5B6;Q8N6E6	PAXBP1;C21orf66;GCFC;GCFC1;C21orf66	reviewed;unreviewed	917;398
389762	P0C874	SPATA31D3;FAM75D3	reviewed	917
389761	Q6ZUB0	SPATA31D4;FAM75D4	reviewed	917
10250	B7Z7U0;A0A0S2Z4W1;Q8IYB3	-;SRRM1;SRRM1;SRM160	unreviewed;unreviewed;reviewed	916;904;904
1002	P55283	CDH4	reviewed	916
10523	Q8IWX8	CHERP;DAN26;SCAF6	reviewed	916
23251	Q9UPX6	MINAR1;KIAA1024;UBTOR	reviewed	916
4741	P07197;Q9UK51	NEFM;NEF3;NFM;NEF3	reviewed;unreviewed	916;260
10724	O60502	OGA;HEXC;KIAA0679;MEA5;MGEA5	reviewed	916
23762	Q969R2	OSBP2;KIAA1664;ORP4;OSBPL4	reviewed	916
166378	A0A6Q8PGU6;Q8NB90	SPATA5;SPATA5;AFG2;SPAF	unreviewed;reviewed	916;893
6294	Q15424;B7ZLP5;B7Z2F6	SAFB;HAP;HET;SAFB1;SAFB;-	reviewed;unreviewed;unreviewed	915;914;759
23514	Q14159	SPIDR;KIAA0146	reviewed	915
160418	Q6ZXV5;A8K321	TMTC3;-	reviewed;unreviewed	915;899
26140	J3KQB2;Q9Y4R7	TTLL3;TTLL3	unreviewed;reviewed	915;772
1179	A8K7I4	CLCA1;CACC1	reviewed	914
1894	Q9H8V3	ECT2	reviewed	914
728689	B5ME19;A0A024QYX7	EIF3CL;EIF3S8;EIF3C	reviewed;unreviewed	914;597
2595	Q8TET4;H3BN99;B4DWC5;E7EWB6	GANC;GANC;-;GANC	reviewed;unreviewed;unreviewed;unreviewed	914;357;282;282
5900	Q12967;Q8N4Y1	RALGDS;KIAA1308;RGF;-	reviewed;unreviewed	914;411
56996	Q9BXP2;Q9H7I6	SLC12A9;CCC6;CIP1;FLJ00100	reviewed;unreviewed	914;672
66008	O60296	TRAK2;ALS2CR3;KIAA0549	reviewed	914
10868	Q9Y2K6	USP20;KIAA1003;LSFR3A;VDU2	reviewed	914
100131827	Q9BY31;C9JVC3;C9J5W8	ZNF717;ZNF717;ZNF717	reviewed;unreviewed;unreviewed	914;864;114
203859	Q75V66;A0A804HL91;A0A804HKP2	ANO5;GDD1;TMEM16E;ANO5;ANO5	reviewed;unreviewed;unreviewed	913;899;898
8450	Q13620;K4DI93	CUL4B;KIAA0695;CUL4B	reviewed;unreviewed	913;900
9829	O75061	DNAJC6;KIAA0473	reviewed	913
8663	Q99613;A0A024QYU9	EIF3C;EIF3S8;EIF3S8;EIF3C	reviewed;unreviewed	913;913
5774	P26045;B7Z9V1;B7Z3V3;B7ZA03;Q8N4S3	PTPN3;PTPH1;PTPN3;-;-;-	reviewed;unreviewed;unreviewed;unreviewed;unreviewed	913;868;626;581;292
83844	Q9BXU7	USP26	reviewed	913
54521	Q5JSH3;B7Z947	WDR44;RPH11;WDR44	reviewed;unreviewed	913;623
7771	Q9UJU3;Q0VG01	ZNF112;ZFP112;ZNF228;ZFP112	reviewed;unreviewed	913;907
9138	Q92888;A0A024R0R1	ARHGEF1;ARHGEF1	reviewed;unreviewed	912;912
1788	Q9Y6K1;Q59HC6;F8WE91;A0A0C4DG02	DNMT3A;-;DNMT3A;DNMT3A	reviewed;unreviewed;unreviewed;unreviewed	912;811;781;689
2914	A1L4F9;Q14833;B7ZLU9;A8K0J8	GRM4;GRM4;GPRC1D;MGLUR4;GRM4;-	unreviewed;reviewed;unreviewed;unreviewed	912;912;865;604
342618	P0C7P3	SLFN14	reviewed	912
64852	F5H0R1;Q9H6E5;A0A0A8K9B1	TUT1;TUT1;RBM21;URLC6	unreviewed;reviewed;unreviewed	912;874;874
81	O43707;A0A0S2Z3G9;F5GXS2;H7C144	ACTN4;ACTN4;ACTN4;ACTN4	reviewed;unreviewed;unreviewed;unreviewed	911;911;911;906
63827	Q96GW7	BCAN;BEHAB;CSPG7	reviewed	911
144455	Q96AV8	E2F7	reviewed	911
2976	Q8WUA4	GTF3C2;KIAA0011	reviewed	911
3697	P19827;B7Z8B6	ITIH1;IGHEP1;-	reviewed;unreviewed	911;623
9312	Q92953	KCNB2	reviewed	911
23592	A0A024RBB9;Q9Y2U8	LEMD3;LEMD3;MAN1	unreviewed;reviewed	911;911
3981	P49917;A0A024RE06;A8K8Q4;A0A0C4DGV9	LIG4;LIG4;-;LIG4	reviewed;unreviewed;unreviewed;unreviewed	911;911;844;844
152518	Q6ZNB6;B1Q2B0	NFXL1;OZFP;URCC5	reviewed;unreviewed	911;911
285590	A1X283;G3V144	SH3PXD2B;FAD49;KIAA1295;TKS4;SH3PXD2B	reviewed;unreviewed	911;430
6521	P02730	SLC4A1;AE1;DI;EPB3	reviewed	911
170960	Q8TF20	ZNF721;KIAA1982	reviewed	911
266977	Q5T601;Q3SXM8	ADGRF1;GPR110;PGR19;GPR110	reviewed;unreviewed	910;34
196527	Q4KMQ2;A0A7P0TBC5;B3KX12	ANO6;TMEM16F;ANO6;-	reviewed;unreviewed;unreviewed	910;899;357
10299	O60337	MARCHF6;KIAA0597;MARCH6;RNF176;TEB4	reviewed	910
196446	Q96LU7	MYRFL;C12orf15;C12orf28	reviewed	910
55367	Q9HB75	PIDD1;LRDD;PIDD	reviewed	910
25788	Q9Y620;O95073	RAD54B;FSBP	reviewed;reviewed	910;299
27044	A0A140VK49;Q7KZF4	SND1;SND1;TDRD11	unreviewed;reviewed	910;910
8038	O43184;Q5JRP2;A8K6G4	ADAM12;MLTN;ADAM12;-	reviewed;unreviewed;unreviewed	909;906;735
283685	Q8N9W4	GOLGA6L2	reviewed	909
57531	Q8IYU2	HACE1;KIAA1320	reviewed	909
360023	Q5SVQ8	ZBTB41;FRBZ1	reviewed	909
2898	A8K0H7;A0A8D9PH75;Q13002;Q8IY40	-;GRIK2;GRIK2;GLUR6;GRIK2	unreviewed;unreviewed;reviewed;unreviewed	908;908;908;353
27241	A0A5F9ZH14;A0A090N8P4;Q3SYG4;A0A090N7W2;A0A5F9ZH74;A0A5F9ZGY2	BBS9;B1;BBS9;PTHB1;B1;PTHB1;BBS9;BBS9	unreviewed;unreviewed;reviewed;unreviewed;unreviewed;unreviewed	908;887;887;847;842;765
57703	Q9HCG8	CWC22;KIAA1604;NCM	reviewed	908
348654	Q17RS7	GEN1	reviewed	908
2918	O00222	GRM8;GPRC1H;MGLUR8	reviewed	908
5708	Q13200	PSMD2;TRAP2	reviewed	908
387640	Q1XH10	SKIDA1;C10orf140;DLN1	reviewed	908
1982	P78344;Q2TU89	EIF4G2;DAP5;AAG1;EIF4G2	reviewed;unreviewed	907;701
9896	Q92562;A0A6Q8PGB4	FIG4;KIAA0274;SAC3;FIG4	reviewed;unreviewed	907;743
8549	A0A0A8K8C7;O75473	GPR49;LGR5;LGR5;GPR49;GPR67	unreviewed;reviewed	907;907
9892	O60641;E9PDG8;B7Z2N2	SNAP91;KIAA0656;SNAP91;-	reviewed;unreviewed;unreviewed	907;902;783
10426	Q96CW5;B4DYP7;A0A087WU06	TUBGCP3;GCP3;-;TUBGCP3	reviewed;unreviewed;unreviewed	907;897;439
25861	Q9P202;B9EGE6	WHRN;DFNB31;KIAA1526;DFNB31	reviewed;unreviewed	907;906
867	P22681	CBL;CBL2;RNF55	reviewed	906
